"Class","Order","Family","Species","Stock","Year of first stock assessment","Initial year","Region","Habitat","Mean ex vessel price per kg","Maximum landings","Fishbase length","FMP","FMP.name"
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus signatus","USEC-NE SHARK, NIGHT",,1995,"USEC-NE","benthopelagic",1.15,0.1,280,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Galeocerdo cuvier","USEC-NE SHARK, TIGER",,1990,"USEC-NE","benthopelagic",0.83,1.9,750,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Galeocerdo cuvier","USEC-SE SHARK, TIGER",,1991,"USEC-SE","benthopelagic",0.69,32.8,750,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Negaprion brevirostris","USEC-NE SHARK, LEMON",,1990,"USEC-NE","reef",0.11,0.2,340,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Negaprion brevirostris","USEC-SE SHARK, LEMON",,1991,"USEC-SE","reef",0.7,47.8,340,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Rhizoprionodon terraenovae","USSE Atlantic sharpnose shark",2002,1991,"USEC-SE","demersal",0.61,148.7,110,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna lewini","USSE scalloped hammerhead shark",2009,1995,"USEC-SE","pelagic",0.47,303,430,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna mokarran","USEC-SE SHARK, GREAT HAMMERHEAD",,2013,"USEC-SE","pelagic",0.46,17.3,610,,
"Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna tiburo","USSE bonnethead shark",2002,1989,"USEC-SE","reef",0.76,95.6,150,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus zyopterus","USWC-48 SHARK, SOUPFIN",,1960,"USWC-48","benthopelagic",1.31,135.3,193,,
"Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus canis","USEC smooth dogfish shark",2016,1981,"USEC-NE","demersal",0.68,4115.8,150,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Triakidae","Triakis semifasciata","USWC-48 SHARK, LEOPARD",,1978,"USWC-48","demersal",1.4,48.2,198,,
"Elasmobranchii","Lamniformes","Lamnidae","Carcharodon carcharias","USEC-NE SHARK, WHITE",,1992,"USEC-NE","pelagic",1.34,0.4,541,,
"Elasmobranchii","Lamniformes","Lamnidae","Carcharodon carcharias","USWC-48 SHARK, WHITE",,1979,"USWC-48","pelagic",0.79,1,541,,
"Elasmobranchii","Lamniformes","Odontaspididae","Carcharias taurus","USEC-NE SHARK, SAND TIGER",,1988,"USEC-NE","reef",0.63,11.7,330,,
"Elasmobranchii","Lamniformes","Odontaspididae","Carcharias taurus","USEC-SE SHARK, SAND TIGER",,1993,"USEC-SE","reef",0.6,4,330,,
"Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinoptera bonasus","USEC-NE RAY,COWNOSE",,2007,"USEC-NE","benthopelagic",3.03,80.3,213.3,,
"Elasmobranchii","Orectolobiformes","Ginglymostomatidae","Ginglymostoma cirratum","USEC-NE SHARK, NURSE",,1991,"USEC-NE","reef",1.07,0.8,430,,
"Elasmobranchii","Pristiformes","Pristidae","Pristis pectinata","USEC-SE SAWFISH, SMALLTOOTH",,1960,"USEC-SE","demersal",0.13,9.4,760,,
"Elasmobranchii","Rajiformes","Rajidae","Leucoraja erinacea","USEC-NE SKATE, LITTLE",,2006,"USEC-NE","demersal",0.22,5007.3,54,,
"Elasmobranchii","Rajiformes","Rajidae","Raja binoculata","USWC-48 SKATE, BIG",,1999,"USWC-48","demersal",0.79,20.5,244,,
"Elasmobranchii","Rajiformes","Rajidae","Raja inornata","USWC-48 SKATE, CALIFORNIA",,1999,"USWC-48","demersal",0.7,1.2,76,,
"Elasmobranchii","Rajiformes","Rajidae","Raja rhina","USWC longnose skate",2007,1960,"USWC-48","bathy-",0.25,1721,180,1,"Pacific Coast Groundfish"
"Elasmobranchii","Squaliformes","Squalidae","Squalus acanthias","USEC spiny dogfish",1994,1960,"USEC-NE","benthopelagic",0.22,20763,160,1,"Spiny Dogfish"
"Elasmobranchii","Squaliformes","Squalidae","Squalus acanthias","USWC-AK SHARK, SPINY DOGFISH",,1982,"USWC-AK","benthopelagic",0.53,41.2,160,,
"Elasmobranchii","Squaliformes","Squalidae","Squalus acanthias","USWC spiny dogfish",2011,1960,"USWC-48","benthopelagic",0.33,16876,160,1,"Pacific Coast Groundfish"
"Elasmobranchii","Squatiniformes","Squatinidae","Squatina californica","USWC-48 SHARK, PACIFIC ANGEL",,1979,"USWC-48","demersal",0.58,1132.6,152,,
"Elasmobranchii","Squatiniformes","Squatinidae","Squatina dumeril","USEC-NE SHARK, ATLANTIC ANGEL",,2004,"USEC-NE","bathy-",1.12,0.1,152,,
"Elasmobranchii","Squatiniformes","Squatinidae","Squatina dumeril","USEC-SE SHARK, ATLANTIC ANGEL",,1994,"USEC-SE","bathy-",0.41,1,152,,
"Gastropoda","Neogastropoda","Melongenidae","Busycon carica","USEC-NE WHELK, KNOBBED",,2006,"USEC-NE","demersal",2.4,799.2,24.9,,
"Gastropoda","Neogastropoda","Melongenidae","Busycon carica","USEC-SE WHELK, KNOBBED",,2005,"USEC-SE","demersal",0.76,16.9,24.9,,
"Gastropoda","Neogastropoda","Melongenidae","Busycon sinistrum","USEC-NE WHELK, LIGHTNING",,2011,"USEC-NE","benthic",4.7,1.6,40,,
"Gastropoda","Neogastropoda","Melongenidae","Busycotypus canaliculatus","USEC-NE WHELK, CHANNELED",,2006,"USEC-NE","demersal",9.39,1014.8,20.1,,
"Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus colliei","USWC-48 RATFISH SPOTTED",,1960,"USWC-48","demersal",0.02,1296.9,100,,
"Holothuroidea","Aspidochirotida","Stichopodidae","Parastichopus californicus","SE Alaska sea cucumber",1990,1988,"USWC-AK","benthic",0.93,1052,7.5,0,
"Malacostraca","Decapoda","Cancridae","Cancer borealis","USEC-NE CRAB, JONAH",,1974,"USEC-NE","demersal",1.21,6928.9,16,,
"Malacostraca","Decapoda","Cancridae","Cancer irroratus","USEC-NE CRAB, ATLANTIC ROCK",,1960,"USEC-NE","demersal",0.52,2178.1,13.3,,
"Malacostraca","Decapoda","Cancridae","Cancer magister","USWC-48 CRAB, DUNGENESS",,1960,"USWC-48","demersal",2.77,38563.9,22.5,,
"Malacostraca","Decapoda","Cancridae","Cancer magister","USWC-AK CRAB, DUNGENESS",,1960,"USWC-AK","demersal",1.8,7114.7,22.5,,
"Malacostraca","Decapoda","Cancridae","Cancer productus","USWC-48 CRAB, RED ROCK",,1960,"USWC-48","benthic",2.03,874.8,20,,
"Malacostraca","Decapoda","Geryonidae","Chaceon fenneri","sAtl golden deepsea crab",2000,1995,"USEC-SE","benthic",2.26,269.7,18.5,1,"Golden Crab Fishery of the South Atlantic Region"
"Malacostraca","Decapoda","Geryonidae","Chaceon fenneri","USEC-SE CRAB, DEEPSEA GOLDEN",,1995,"USEC-SE","benthic",2.09,640.6,18.5,,
"Malacostraca","Decapoda","Geryonidae","Chaceon quinquedens","USNE deep sea red crab",1977,1972,"USEC-NE","benthic",0.65,664.7,18,1,"Deep-Sea Red Crab"
"Malacostraca","Decapoda","Lithodidae","Paralithodes camtschaticus","Bristol Bay red king crab",1994,1960,"USWC-AK","benthic",2.5,58944,22,1,"Bering Sea/Aleutian Islands King and Tanner Crabs"
"Malacostraca","Decapoda","Lithodidae","Paralithodes camtschaticus","Norton Sound red king crab",1996,1960,"USWC-AK","benthic",2.74,1329,22,1,"Bering Sea/Aleutian Islands King and Tanner Crabs"
"Malacostraca","Decapoda","Lithodidae","Paralithodes platypus","St-Matthews blue king crab",1997,1960,"USWC-AK","benthic",2.83,4288,25,1,"Bering Sea/Aleutian Islands King and Tanner Crabs"
"Malacostraca","Decapoda","Menippidae","Menippe mercenaria","USEC-NE CRAB, FLORIDA STONE CLAWS",,1980,"USEC-NE","demersal",0.72,2.7,12,,
"Malacostraca","Decapoda","Menippidae","Menippe mercenaria","USEC-SE CRAB, FLORIDA STONE CLAWS",,1960,"USEC-SE","demersal",5.96,3214.2,12,,
"Malacostraca","Decapoda","Nephropidae","Homarus americanus","GeBank American lobster",1992,1960,"USEC-NE","benthic",4.4,3652.408330504,64,0,
"Malacostraca","Decapoda","Nephropidae","Homarus americanus","GoMaine American lobster",1992,1960,"USEC-NE","benthic",3.22,19508.6000027715,64,0,
"Malacostraca","Decapoda","Nephropidae","Homarus americanus","sNEng American lobster",1992,1960,"USEC-NE","benthic",4.57,6254.025,64,0,
"Malacostraca","Decapoda","Oregoniidae","Chionoecetes bairdi","EBS tanner crab",2012,1967,"USWC-AK","benthic",3.87,24871.3,15,1,"Bering Sea/Aleutian Islands King and Tanner Crabs"
"Malacostraca","Decapoda","Oregoniidae","Chionoecetes bairdi","USWC-48 CRAB, SOUTHERN TANNER",,1993,"USWC-48","benthic",2.77,209.1,15,,
"Malacostraca","Decapoda","Oregoniidae","Chionoecetes opilio","EBS snow crab",2000,1968,"USWC-AK","benthic",1.67,147502.1,9.1,1,"Bering Sea/Aleutian Islands King and Tanner Crabs"
"Malacostraca","Decapoda","Palinuridae","Panulirus argus","Florida keys spiny lobster",2000,1960,"USEC-SE","demersal",5,3264.1,45,1,"Spiny Lobster in the Gulf of Mexico and South Atlantic"
"Malacostraca","Decapoda","Palinuridae","Panulirus argus","USEC-SE LOBSTER, CARIBBEAN SPINY",,1960,"USEC-SE","demersal",3.63,3022.1,45,,
"Malacostraca","Decapoda","Palinuridae","Panulirus interruptus","CA spiny lobster",2011,1960,"USWC-48","benthic",10.37,423.4,60,0,
"Malacostraca","Decapoda","Pandalidae","Pandalus borealis","GoMaine northern shrimp",1997,1968,"USEC-NE","benthic",1.03,12824.3,12,0,
"Malacostraca","Decapoda","Pandalidae","Pandalus jordani","USWC-48 SHRIMP, OCEAN",,1960,"USWC-48","benthic",0.85,37565.8,3,,
"Malacostraca","Decapoda","Pandalidae","Pandalus jordani","USWC-AK SHRIMP, OCEAN",,1968,"USWC-AK","benthic",0.1,19086,3,,
"Malacostraca","Decapoda","Pandalidae","Pandalus platyceros","SE Alaska spot shrimp",1996,1984,"USWC-AK","benthic",7.58,488,30,0,
"Malacostraca","Decapoda","Pandalidae","Pandalus platyceros","USWC-48 SHRIMP, SPOT",,1979,"USWC-48","benthic",15.84,374.9,30,,
"Malacostraca","Decapoda","Penaeidae","Farfantepenaeus aztecus","USEC-NE SHRIMP, BROWN",,1995,"USEC-NE","benthic",7.23,3.1,19.5,,
"Malacostraca","Decapoda","Penaeidae","Farfantepenaeus aztecus","USEC-SE SHRIMP, BROWN",,1978,"USEC-SE","benthic",4.38,7414.1,19.5,,
"Malacostraca","Decapoda","Penaeidae","Farfantepenaeus duorarum","GoMex pink shrimp",1984,1960,"USEC-SE","benthic",1.95,25105.6,26.8999996185303,1,"Shrimp Fishery of the Gulf of Mexico"
"Malacostraca","Decapoda","Penaeidae","Farfantepenaeus duorarum","USEC-SE SHRIMP, PINK",,1978,"USEC-SE","demersal",3.83,1531.2,26.8999996185303,,
"Malacostraca","Decapoda","Penaeidae","Litopenaeus setiferus","GoMex white shrimp",1984,1960,"USEC-SE","benthic",2.53,39185.1,17.5,1,"Shrimp Fishery of the Gulf of Mexico"
"Malacostraca","Decapoda","Penaeidae","Litopenaeus setiferus","USEC-SE SHRIMP, WHITE",,1960,"USEC-SE","demersal",1.59,128449.4,17.5,,
"Malacostraca","Decapoda","Penaeidae","Penaeus aztecus ","GoMex brown shrimp",1984,1960,"USEC-SE","benthic",2.16,72672.8,19.5,1,"Shrimp Fishery of the Gulf of Mexico"
"Malacostraca","Decapoda","Penaeidae","Xiphopenaeus kroyeri","USEC-SE SHRIMP, SEABOB",,1962,"USEC-SE","demersal",1.01,6592.5,11.5,,
"Malacostraca","Decapoda","Portunidae","Callinectes sapidus","Chesapeake Bay blue crab",1997,1960,"USEC-NE","benthic",0.59,52075.6,22.7,0,
"Malacostraca","Decapoda","Portunidae","Callinectes sapidus","Eastern Gulf of Mexico blue crab",2007,1960,"USEC-SE","demersal",0.65,9348.3,22.7,0,
"Malacostraca","Decapoda","Portunidae","Callinectes sapidus","Florida South Atlantic blue crab",2007,1960,"USEC-SE","demersal",0.68,4227.8,22.7,0,
"Malacostraca","Decapoda","Portunidae","Callinectes sapidus","North Carolina blue crab",2004,1960,"USEC-SE","demersal",0.85,30427.4,22.7,0,
"Malacostraca","Decapoda","Portunidae","Callinectes sapidus","USEC-NE CRAB, BLUE",,1960,"USEC-NE","demersal",1.55,7922.2,22.7,,
"Malacostraca","Decapoda","Portunidae","Callinectes sapidus","USEC-SE CRAB, BLUE",,1960,"USEC-SE","demersal",0.67,10586.6,22.7,,
"Malacostraca","Decapoda","Portunidae","Callinectes sapidus","Western Gulf of Mexico blue crab",2013,1960,"USEC-SE","demersal",1.05,31242.9,22.7,0,
"Malacostraca","Decapoda","Portunidae","Carcinus maenas","USEC-NE CRAB, GREEN",,1960,"USEC-NE","benthic",1.02,128.1,6,,
"Malacostraca","Decapoda","Portunidae","Podophthalmus vigil","USWC-48 CRAB, RED PA",,1973,"USWC-48","benthic",0.31,63,15,,
"Malacostraca","Decapoda","Sicyoniidae","Sicyonia ingentis","USWC-48 SHRIMP, PACIFIC ROCK",,1974,"USWC-48","demersal",2.6,739.7,6.6,,
"Malacostraca","Decapoda","Solenoceridae","Pleoticus robustus","USEC-NE SHRIMP, ROYAL RED",,2001,"USEC-NE","demersal",7.61,24,18,,
"Malacostraca","Decapoda","Solenoceridae","Pleoticus robustus","USEC-SE SHRIMP, ROYAL RED",,1962,"USEC-SE","demersal",4.42,588.3,18,,
"Malacostraca","Decapoda","Upogebiidae","Upogebia pugettensis","USWC-48 SHRIMP, BLUE MUD",,1985,"USWC-48","demersal",2.38,25.4,15,,
"Merostomata","Xiphosura","Limulidae","Limulus polyphemus","Delaware Bay horseshoe crab",2004,1960,"USEC-NE","benthic",0.41,3100.5,60,0,
